date,sales,orders,units_sold,returns,website_visits,conversion_rate,avg_order_value,price,base_price,discount_pct,marketing_spend,promotion,is_holiday,holiday_name,day_of_week,day_of_week_num,month,day_of_month,week_of_year,is_weekend
2023-07-04,2518.68,40,60,3,1460,0.0276,66.72,41.01,42.10592232880449,0.026064802382706947,110.87,0,1,Independence Day,Tuesday,1,7,4,27,0
2023-07-05,3722.29,52,80,6,1767,0.0297,58.58,33.97,42.66840029645526,0.20381195818165407,139.26,1,0,,Wednesday,2,7,5,27,0
2023-07-06,1654.46,30,48,3,1288,0.0233,59.62,42.26,42.523942574744126,0.00627751073813267,84.88,0,0,,Thursday,3,7,6,27,0
2023-07-07,1586.55,28,46,2,1184,0.024,59.87,42.16,42.196302652405876,0.0008473832444790497,81.26,0,0,,Friday,4,7,7,27,0
2023-07-08,1520.47,32,58,4,1224,0.0261,52.43,40.12,41.73192376915896,0.0385079105878548,85.31,0,0,,Saturday,5,7,8,27,1
2023-07-09,2210.8,37,65,3,1362,0.0272,63.62,39.66,41.33109166518848,0.04035777686824413,91.79,0,0,,Sunday,6,7,9,27,1
2023-07-10,1638.33,32,46,3,1395,0.0228,55.07,41.72,41.97209102875979,0.0060103614560288125,85.72,0,0,,Monday,0,7,10,28,0
2023-07-11,1823.48,33,51,3,1364,0.0245,59.3,42.19,42.753839276594086,0.013279141647930304,63.6,0,0,,Tuesday,1,7,11,28,0
2023-07-12,1838.56,31,52,3,1513,0.0207,63.95,42.33,42.368456246478125,0.0008776181683314455,89.27,0,0,,Wednesday,2,7,12,28,0
2023-07-13,1675.89,29,51,3,1251,0.023,62.65,40.88,41.49255673277281,0.014665430539028235,77.31,0,0,,Thursday,3,7,13,28,0
2023-07-14,1620.6,30,52,3,1108,0.027,58.4,40.71,42.34390855551071,0.03865709369593358,83.4,0,0,,Friday,4,7,14,28,0
2023-07-15,3305.26,60,97,7,1616,0.0369,60.37,32.54,42.47119042783731,0.23389739103963803,141.55,1,0,,Saturday,5,7,15,28,1
2023-07-16,2216.86,38,50,3,1274,0.0298,62.01,40.98,41.709685538279324,0.017404779658414405,79.03,0,0,,Sunday,6,7,16,28,1
2023-07-17,1786.22,31,42,2,1367,0.023,60.55,41.55,42.33223506356732,0.018586964745316514,74.32,0,0,,Monday,0,7,17,29,0
2023-07-18,1512.65,30,48,3,1289,0.0235,54.51,42.27,42.2749252310676,6.768128577340771e-05,77.69,0,0,,Tuesday,1,7,18,29,0
2023-07-19,1820.02,37,60,4,1488,0.0251,53.53,40.93,41.55421782130163,0.014990026378261795,73.73,0,0,,Wednesday,2,7,19,29,0
2023-07-20,1607.85,36,49,3,1369,0.0262,47.64,41.08,42.45467241620897,0.03232293708189653,93.88,0,0,,Thursday,3,7,20,29,0
2023-07-21,1122.22,21,33,2,1091,0.0193,57.55,40.5,42.576470715820946,0.04870972219081786,73.15,0,0,,Friday,4,7,21,29,0
2023-07-22,1453.07,28,47,3,1161,0.0244,56.43,41.07,42.889830745905165,0.04235304134919498,85.56,0,0,,Saturday,5,7,22,29,1
2023-07-23,2414.88,42,56,4,1435,0.0294,61.92,42.82,42.872281231220946,0.0011797482322764563,91.64,0,0,,Sunday,6,7,23,29,1
2023-07-24,1564.07,29,51,3,1288,0.0228,58.47,39.55,41.41339837922575,0.04492803023374197,70.38,0,0,,Monday,0,7,24,30,0
2023-07-25,3214.08,51,80,4,1741,0.0294,66.96,31.76,41.67730497605093,0.23800097816413315,129.2,1,0,,Tuesday,1,7,25,30,0
2023-07-26,1241.31,26,46,4,1272,0.0206,53.97,40.89,42.549021160325196,0.039018806178549026,82.54,0,0,,Wednesday,2,7,26,30,0
2023-07-27,1607.32,28,41,3,1271,0.0219,62.42,41.57,42.54827157054733,0.022899787950178576,77.34,0,0,,Thursday,3,7,27,30,0
2023-07-28,1240.43,24,33,2,1168,0.0202,55.13,41.7,42.54902861178363,0.01990026464772514,79.25,0,0,,Friday,4,7,28,30,0
2023-07-29,2266.25,40,59,4,1283,0.0308,61.25,43.88,44.55163889439284,0.015145786441659632,85.77,0,0,,Saturday,5,7,29,30,1
2023-07-30,1581.78,33,51,3,1217,0.0268,51.44,42.44,42.5825343064159,0.003284742947718289,77.88,0,0,,Sunday,6,7,30,30,1
2023-07-31,1527.23,28,41,3,1249,0.0227,59.31,42.43,42.921339384108364,0.011411768174684957,82.57,0,0,,Monday,0,7,31,31,0
2023-08-01,1623.09,35,53,3,1463,0.024,49.56,42.32,42.85240105809592,0.012330181748901232,94.04,0,0,,Tuesday,1,8,1,31,0
2023-08-02,1854.38,36,58,5,1452,0.0249,57.5,41.64,42.67083475078348,0.02420385348551008,80.15,0,0,,Wednesday,2,8,2,31,0
2023-08-03,1689.14,30,46,3,1193,0.0251,60.87,40.52,42.090838453215795,0.0373722203298347,81.8,0,0,,Thursday,3,8,3,31,0
2023-08-04,1629.84,31,48,3,1246,0.0251,56.69,41.72,42.73538153229596,0.023690491419897333,85.54,0,0,,Friday,4,8,4,31,0
2023-08-05,2759.87,51,67,5,1543,0.033,58.41,34.3,41.81630487127746,0.17986318316186162,131.09,1,0,,Saturday,5,8,5,31,1
2023-08-06,2142.0,37,60,4,1395,0.0267,63.0,40.12,42.137908835956,0.0478894900494102,103.62,0,0,,Sunday,6,8,6,31,1
2023-08-07,1805.95,33,51,3,1321,0.0248,58.73,40.01,41.98878187130254,0.047136215954705615,81.62,0,0,,Monday,0,8,7,32,0
2023-08-08,1466.2,28,52,3,1269,0.0221,56.94,40.67,42.329124483631794,0.039259477157420425,93.05,0,0,,Tuesday,1,8,8,32,0
2023-08-09,1702.86,31,43,3,1358,0.023,59.23,41.5,43.66879514000411,0.049566395078211034,74.14,0,0,,Wednesday,2,8,9,32,0
2023-08-10,2228.94,33,40,2,1357,0.0241,70.76,40.04,41.159640884444954,0.027224116640013146,94.54,0,0,,Thursday,3,8,10,32,0
2023-08-11,1693.35,28,47,2,1116,0.0247,63.9,40.64,42.69175611422471,0.048138417512660306,86.2,0,0,,Friday,4,8,11,32,0
2023-08-12,1688.58,28,45,2,1205,0.0235,63.72,41.16,41.31237047728621,0.0037802520308375387,94.42,0,0,,Saturday,5,8,12,32,1
2023-08-13,2137.46,37,51,2,1286,0.0285,60.21,41.23,41.99684088052634,0.018284037413068565,91.87,0,0,,Sunday,6,8,13,32,1
2023-08-14,1424.69,25,32,1,1130,0.0224,58.75,42.45,42.93337035818042,0.011269063400338293,78.01,0,0,,Monday,0,8,14,33,0
2023-08-15,2765.12,58,111,5,1864,0.0312,50.97,37.01,42.31856801145728,0.12554269672704696,145.73,1,0,,Tuesday,1,8,15,33,0
2023-08-16,1620.18,32,58,3,1308,0.0246,54.46,41.34,41.633353133242416,0.007040147444633805,81.12,0,0,,Wednesday,2,8,16,33,0
2023-08-17,1736.6,33,36,2,1260,0.0264,55.13,40.55,41.85081777444402,0.031120682078299836,64.26,0,0,,Thursday,3,8,17,33,0
2023-08-18,1338.43,29,43,2,1126,0.0258,48.67,41.02,42.68775864936081,0.03906609278736525,71.06,0,0,,Friday,4,8,18,33,0
2023-08-19,1888.88,38,70,2,1279,0.0298,51.75,40.63,41.84178002096972,0.028914919971018034,88.51,0,0,,Saturday,5,8,19,33,1
2023-08-20,1689.88,39,57,5,1305,0.0298,47.94,42.1,42.409875153749184,0.007348135479410484,92.48,0,0,,Sunday,6,8,20,33,1
2023-08-21,1571.48,30,44,3,1276,0.0237,56.63,40.59,42.30734310394229,0.04055618849667355,79.55,0,0,,Monday,0,8,21,34,0
2023-08-22,1739.09,31,46,3,1326,0.0232,60.49,40.56,41.88903979143651,0.031797735358186426,89.75,0,0,,Tuesday,1,8,22,34,0
2023-08-23,1855.2,33,44,4,1365,0.0245,61.84,42.72,43.566366453595194,0.019408285306349776,64.39,0,0,,Wednesday,2,8,23,34,0
2023-08-24,1559.0,28,35,2,1128,0.0245,58.83,41.22,42.660351413390806,0.03370651477680315,81.15,0,0,,Thursday,3,8,24,34,0
2023-08-25,2199.84,44,80,7,1464,0.03,56.77,32.41,41.06491444800544,0.21076044814247524,126.36,1,0,,Friday,4,8,25,34,0
2023-08-26,1482.3,32,39,2,1134,0.0278,48.6,41.66,42.39187258886166,0.017259610424710525,96.08,0,0,,Saturday,5,8,26,34,1
2023-08-27,1637.13,36,57,4,1334,0.0272,49.61,39.96,41.88292812113897,0.045874292156599515,89.24,0,0,,Sunday,6,8,27,34,1
2023-08-28,1327.02,27,46,2,1288,0.0212,52.04,42.17,42.791460000877734,0.01452522528357102,83.36,0,0,,Monday,0,8,28,35,0
2023-08-29,1768.5,35,45,3,1373,0.0257,54.0,40.82,41.80448755694038,0.02349941340789683,73.09,0,0,,Tuesday,1,8,29,35,0
2023-08-30,1653.99,31,43,3,1344,0.0233,57.53,40.33,42.21115813511986,0.044507056869800735,90.24,0,0,,Wednesday,2,8,30,35,0
2023-08-31,1550.2,31,55,3,1129,0.0272,53.92,41.08,42.58299236738828,0.035386067513376376,88.33,0,0,,Thursday,3,8,31,35,0
2023-09-01,1174.48,21,35,2,1070,0.0195,60.23,42.71,42.83945311650207,0.0031101613082351377,84.67,0,0,,Friday,4,9,1,35,0
2023-09-02,1663.19,31,45,3,1212,0.0259,57.85,41.29,41.59982215576653,0.007365152213948518,88.96,0,0,,Saturday,5,9,2,35,1
2023-09-03,1876.11,34,60,3,1259,0.027,59.09,42.1,42.11929925849543,0.0003920795385958409,94.64,0,0,,Sunday,6,9,3,35,1
2023-09-04,2636.99,40,71,4,1367,0.0289,71.27,40.71,42.035032813303424,0.031546089511458174,106.6,0,1,Labor Day,Monday,0,9,4,36,0
2023-09-05,2821.65,54,91,7,1703,0.0319,57.88,29.93,41.92800246045577,0.2861190429287832,136.58,1,0,,Tuesday,1,9,5,36,0
2023-09-06,1679.7,29,40,2,1266,0.0233,61.08,43.09,43.37927254416866,0.006713742545113777,93.2,0,0,,Wednesday,2,9,6,36,0
2023-09-07,1284.99,24,35,3,1168,0.0209,59.08,40.52,42.562989026576574,0.04789670605283852,88.56,0,0,,Thursday,3,9,7,36,0
2023-09-08,1193.96,23,37,3,1094,0.0209,57.54,40.46,41.56346962739897,0.026482986197280997,74.16,0,0,,Friday,4,9,8,36,0
2023-09-09,1713.48,28,42,1,1022,0.0275,62.88,42.35,42.870717168232865,0.01209466470564446,92.89,0,0,,Saturday,5,9,9,36,1
2023-09-10,1754.48,31,53,4,1307,0.0241,62.66,42.5,43.59329371820758,0.02503017855773538,79.65,0,0,,Sunday,6,9,10,36,1
2023-09-11,1396.42,28,36,3,1268,0.0219,54.23,41.48,42.93947915633069,0.033981016636755394,84.58,0,0,,Monday,0,9,11,37,0
2023-09-12,1765.97,33,42,3,1384,0.024,57.43,41.25,41.40837802042759,0.003811960898678224,83.6,0,0,,Tuesday,1,9,12,37,0
2023-09-13,1289.12,24,38,3,1164,0.021,59.27,41.45,42.02945955628025,0.0137351907523946,65.04,0,0,,Wednesday,2,9,13,37,0
2023-09-14,1695.6,33,48,4,1244,0.0262,56.52,41.34,43.08014668951198,0.04034827454419968,70.71,0,0,,Thursday,3,9,14,37,0
2023-09-15,2950.44,49,74,4,1494,0.0327,64.14,34.33,41.89539832062873,0.1805960357530323,123.86,1,0,,Friday,4,9,15,37,0
2023-09-16,1376.16,25,31,2,1055,0.0239,58.56,41.42,42.58629165688774,0.027328857101614746,87.59,0,0,,Saturday,5,9,16,37,1
2023-09-17,1927.82,31,48,2,1235,0.0251,65.35,41.86,42.7847804320576,0.021640800110473465,80.32,0,0,,Sunday,6,9,17,37,1
2023-09-18,1026.44,22,34,2,1220,0.0184,50.07,41.67,41.763841717053154,0.002194997132150256,83.11,0,0,,Monday,0,9,18,38,0
2023-09-19,1337.36,26,43,3,1194,0.0214,56.31,41.93,42.28428478636292,0.008287488991007797,82.01,0,0,,Tuesday,1,9,19,38,0
2023-09-20,1568.42,32,50,3,1289,0.0249,52.72,39.48,40.375239595958554,0.022277081937094545,78.45,0,0,,Wednesday,2,9,20,38,0
2023-09-21,1473.37,27,41,3,1206,0.0222,59.53,41.27,41.705367415199426,0.010459273270396391,73.95,0,0,,Thursday,3,9,21,38,0
2023-09-22,1165.13,25,44,2,1041,0.0238,49.58,42.06,42.168459109164104,0.002498951432983937,88.39,0,0,,Friday,4,9,22,38,0
2023-09-23,1609.3,29,38,2,1212,0.0243,58.52,39.82,41.57133009082109,0.04218248320259119,103.24,0,0,,Saturday,5,9,23,38,1
2023-09-24,1478.86,31,51,5,1079,0.0287,54.27,41.18,43.299446782358984,0.049059626458205795,86.13,0,0,,Sunday,6,9,24,38,1
2023-09-25,2247.11,41,54,3,1397,0.0294,57.99,33.28,41.46191517322362,0.19741238376378717,115.08,1,0,,Monday,0,9,25,39,0
2023-09-26,1415.25,30,42,3,1278,0.0232,51.0,40.26,42.05597330798181,0.042689246085233355,83.93,0,0,,Tuesday,1,9,26,39,0
2023-09-27,1474.99,28,37,2,1239,0.0227,55.66,41.89,42.398444346371654,0.012098856515852269,77.14,0,0,,Wednesday,2,9,27,39,0
2023-09-28,1351.92,23,39,2,1102,0.0205,62.88,41.11,43.18476397343967,0.04803134877565999,78.88,0,0,,Thursday,3,9,28,39,0
2023-09-29,1206.4,23,35,3,1105,0.0208,58.14,41.05,41.45848270929233,0.00984628522267142,85.92,0,0,,Friday,4,9,29,39,0
2023-09-30,1823.97,32,50,3,1111,0.029,61.31,40.97,43.017898251292976,0.04757149051809162,74.73,0,0,,Saturday,5,9,30,39,1
2023-10-01,2217.7,35,47,2,1235,0.028,66.2,40.26,42.36613983661175,0.04974096469829756,100.55,0,0,,Sunday,6,10,1,39,1
2023-10-02,1712.28,30,45,2,1171,0.0253,60.08,40.28,41.77109480937123,0.03558614028730244,80.58,0,0,,Monday,0,10,2,40,0
2023-10-03,1653.21,30,42,1,1274,0.0238,56.52,40.55,42.63726208455796,0.0490571865895911,76.71,0,0,,Tuesday,1,10,3,40,0
2023-10-04,1622.86,28,45,2,1195,0.0233,61.24,41.27,42.47943581734408,0.028476988978355183,79.29,0,0,,Wednesday,2,10,4,40,0
2023-10-05,2292.94,40,58,3,1516,0.0264,60.74,36.66,41.999869873704725,0.12703325783096456,106.96,1,0,,Thursday,3,10,5,40,0
2023-10-06,1124.17,22,39,3,960,0.0225,56.92,41.48,42.40188125099401,0.021849794283281043,66.15,0,0,,Friday,4,10,6,40,0
2023-10-07,1647.45,33,41,2,1232,0.0271,52.3,40.88,42.12881184188294,0.0296780467689393,101.96,0,0,,Saturday,5,10,7,40,1
2023-10-08,2022.72,35,49,4,1152,0.0308,63.21,42.27,42.42811040715075,0.0036540781013507497,90.33,0,0,,Sunday,6,10,8,40,1
2023-10-09,1314.45,26,48,4,1082,0.0244,57.15,41.43,42.75727840471263,0.031117163230862305,83.54,0,0,,Monday,0,10,9,41,0
2023-10-10,1845.12,34,50,4,1319,0.0261,59.52,41.19,43.311610089687214,0.04905889183811473,87.61,0,0,,Tuesday,1,10,10,41,0
2023-10-11,1480.32,29,38,2,1199,0.0242,53.83,41.22,41.61731070070389,0.009505382489186382,71.83,0,0,,Wednesday,2,10,11,41,0
2023-10-12,1414.94,25,40,2,1170,0.0215,60.21,41.91,43.63982002479376,0.03962975581441917,83.79,0,0,,Thursday,3,10,12,41,0
2023-10-13,1377.89,26,38,1,1086,0.0236,54.57,39.32,41.188747320286495,0.04539493968898097,77.86,0,0,,Friday,4,10,13,41,0
2023-10-14,1684.74,31,43,2,1103,0.0277,57.11,40.27,42.26892894297865,0.04718507964101104,96.77,0,0,,Saturday,5,10,14,41,1
2023-10-15,2732.96,44,63,3,1372,0.032,65.46,36.6,42.71299032389074,0.14320763650191992,125.25,1,0,,Sunday,6,10,15,41,1
2023-10-16,1460.4,27,55,4,1200,0.0222,60.85,41.42,42.52859512064102,0.0260729819360736,79.21,0,0,,Monday,0,10,16,42,0
2023-10-17,1368.24,27,41,4,1199,0.0229,57.01,39.93,41.98638028810765,0.048865395399575184,75.18,0,0,,Tuesday,1,10,17,42,0
2023-10-18,1506.75,33,40,3,1234,0.0264,49.0,40.64,42.235126649785634,0.03786551035672195,83.46,0,0,,Wednesday,2,10,18,42,0
2023-10-19,1213.19,18,33,1,974,0.0188,70.33,41.72,42.0641994392047,0.008083571811848095,83.76,0,0,,Thursday,3,10,19,42,0
2023-10-20,1584.17,26,43,2,1020,0.0255,64.66,41.0,42.00638114583347,0.0238450053233985,74.34,0,0,,Friday,4,10,20,42,0
2023-10-21,1411.41,25,35,2,1010,0.0252,60.06,41.33,42.86976125821261,0.0359165587686002,84.3,0,0,,Saturday,5,10,21,42,1
2023-10-22,1470.42,29,40,2,1216,0.0242,53.47,42.05,42.57420929157903,0.012367015790954167,89.11,0,0,,Sunday,6,10,22,42,1
2023-10-23,1552.38,29,48,2,1153,0.0255,56.45,40.6,41.944254242843606,0.03203075917744437,72.83,0,0,,Monday,0,10,23,43,0
2023-10-24,1516.82,30,45,3,1216,0.0245,54.66,41.47,42.89975992525995,0.033330023952330964,86.74,0,0,,Tuesday,1,10,24,43,0
2023-10-25,3131.32,49,63,3,1494,0.0331,66.98,32.38,42.544379712525966,0.23900704577171064,119.56,1,0,,Wednesday,2,10,25,43,0
2023-10-26,1320.52,24,45,2,986,0.0246,58.69,41.64,42.847717271303374,0.028254265622637817,56.74,0,0,,Thursday,3,10,26,43,0
2023-10-27,1450.38,29,43,3,1083,0.0272,54.22,41.09,42.73777730515417,0.03858134554893039,77.0,0,0,,Friday,4,10,27,43,0
2023-10-28,1662.43,32,58,3,1151,0.0282,55.88,40.82,41.86260299344676,0.024944783226797097,81.69,0,0,,Saturday,5,10,28,43,1
2023-10-29,1645.54,29,52,4,1108,0.0266,63.29,42.0,42.02389137588182,0.0006051558388053713,76.95,0,0,,Sunday,6,10,29,43,1
2023-10-30,1790.05,28,38,1,1194,0.0235,65.69,42.79,42.80837616307396,0.00045192345396460887,70.1,0,0,,Monday,0,10,30,44,0
2023-10-31,1705.08,29,50,4,1145,0.0254,65.58,41.96,42.726222159260075,0.01785146719850061,80.88,0,0,,Tuesday,1,10,31,44,0
2023-11-01,936.06,24,34,2,1128,0.0216,62.3,40.42,42.38745904362151,0.046309703421589105,90.63,0,0,,Wednesday,2,11,1,44,0
2023-11-02,1244.85,23,28,2,1078,0.0216,57.9,41.98,42.470396429985264,0.011433838980180439,82.51,0,0,,Thursday,3,11,2,44,0
2023-11-03,913.27,22,32,2,998,0.0223,44.55,41.8,43.166598937473054,0.03171818444358436,75.15,0,0,,Friday,4,11,3,44,0
2023-11-04,1301.4,23,37,2,1016,0.0228,60.53,41.58,42.0450571666985,0.01110379353466603,93.65,0,0,,Saturday,5,11,4,44,1
2023-11-05,2796.16,48,74,5,1379,0.0351,63.19,31.5,42.72825842870202,0.26279405390120375,117.75,1,0,,Sunday,6,11,5,44,1
2023-11-06,1559.78,22,33,2,1112,0.0194,59.77,40.49,42.27868440853966,0.0424021044800742,74.44,0,0,,Monday,0,11,6,45,0
2023-11-07,1348.62,25,44,3,1091,0.0232,59.28,40.73,42.269391278063665,0.03644307211349734,70.77,0,0,,Tuesday,1,11,7,45,0
2023-11-08,1362.69,28,44,3,1156,0.0245,52.92,42.85,43.059266111192315,0.004769963865660531,65.99,0,0,,Wednesday,2,11,8,45,0
2023-11-09,1377.22,24,34,2,1108,0.022,61.21,41.98,42.895249809392816,0.021435101049321684,76.88,0,0,,Thursday,3,11,9,45,0
2023-11-10,1456.59,26,44,3,984,0.0261,61.33,42.83,42.88810578160038,0.0014584881822632236,81.26,0,0,,Friday,4,11,10,45,0
2023-11-11,1410.36,26,41,4,1093,0.024,61.32,42.14,43.1832872842926,0.024044507330150452,89.23,0,0,,Saturday,5,11,11,45,1
2023-11-12,1774.41,30,33,2,1006,0.0295,62.26,41.01,42.41260230497966,0.033121700585053405,86.67,0,0,,Sunday,6,11,12,45,1
2023-11-13,1541.98,27,44,2,1110,0.0242,60.47,42.56,42.80917178277698,0.0059251311799075786,72.43,0,0,,Monday,0,11,13,46,0
2023-11-14,1085.56,21,34,2,1094,0.0195,55.67,41.6,42.213839946043926,0.014444246945458284,84.87,0,0,,Tuesday,1,11,14,46,0
2023-11-15,2744.1,48,78,4,1350,0.0356,60.98,35.2,42.594499811493066,0.17355187017545792,114.24,1,0,,Wednesday,2,11,15,46,0
2023-11-16,1294.2,24,41,2,1026,0.0231,57.52,40.38,42.32191416737939,0.04597655123280249,86.21,0,0,,Thursday,3,11,16,46,0
2023-11-17,1048.46,19,27,1,896,0.0215,57.45,40.35,42.45819757899563,0.049662750771148206,71.98,0,0,,Friday,4,11,17,46,0
2023-11-18,1319.02,23,37,2,976,0.024,61.35,42.66,42.75709421526215,0.002245564949780793,83.98,0,0,,Saturday,5,11,18,46,1
2023-11-19,1537.28,28,36,3,1047,0.0268,59.7,40.31,41.90906759005991,0.0380503961747696,78.27,0,0,,Sunday,6,11,19,46,1
2023-11-20,1504.91,25,41,3,1132,0.0225,66.15,42.84,43.65543236541127,0.01858620332011716,75.99,0,0,,Monday,0,11,20,47,0
2023-11-21,3079.36,45,89,2,1478,0.0305,70.79,34.14,41.79638957110018,0.1832307996359523,156.3,1,0,,Tuesday,1,11,21,47,0
2023-11-22,2284.17,41,59,5,1374,0.0298,61.32,33.49,41.67148683232736,0.19626883032706471,151.64,1,0,,Wednesday,2,11,22,47,0
2023-11-23,1720.72,43,64,5,1397,0.0308,43.84,38.62,43.09486652410004,0.10383845536461134,127.9,1,0,,Thursday,3,11,23,47,0
2023-11-24,10227.39,131,197,11,2092,0.0626,73.86,36.36,42.87499761637776,0.15196264174900684,195.78,1,1,Black Friday,Friday,4,11,24,47,0
2023-11-25,2141.65,40,66,5,1295,0.0308,59.08,31.99,42.77447189023129,0.252057964624427,147.1,1,0,,Saturday,5,11,25,47,1
2023-11-26,2485.48,45,65,3,1342,0.0335,58.14,37.33,42.77700730555857,0.1274219411457998,112.63,1,0,,Sunday,6,11,26,47,1
2023-11-27,10184.33,144,246,13,2430,0.0592,67.21,33.61,42.39265193629185,0.20706202629051834,198.4,1,1,Cyber Monday,Monday,0,11,27,48,0
2023-11-28,2575.26,48,86,7,1562,0.0307,60.24,35.87,41.8616473771085,0.1430403744034475,158.32,1,0,,Tuesday,1,11,28,48,0
2023-11-29,2348.64,39,67,4,1411,0.0277,65.24,38.1,42.44548273491623,0.10242415492877865,99.54,1,0,,Wednesday,2,11,29,48,0
2023-11-30,1201.79,24,30,1,1007,0.0234,51.69,41.24,41.99370297309273,0.01792892307624366,87.15,0,0,,Thursday,3,11,30,48,0
2023-12-01,1391.53,28,48,3,1101,0.0256,54.04,41.61,43.02507184005065,0.032831553685393804,87.14,0,0,,Friday,4,12,1,48,0
2023-12-02,1438.78,26,45,3,1049,0.025,60.58,41.84,42.35176557109872,0.012019945644675345,104.64,0,0,,Saturday,5,12,2,48,1
2023-12-03,1734.32,31,53,4,1060,0.0291,61.94,41.54,41.94470168192449,0.009579647286741289,86.72,0,0,,Sunday,6,12,3,48,1
2023-12-04,1474.4,26,42,3,1151,0.0223,62.08,40.31,42.247168495008204,0.045911954333771855,85.7,0,0,,Monday,0,12,4,49,0
2023-12-05,2743.9,49,82,4,1488,0.0332,59.65,37.48,42.687758872565375,0.1219472397355007,143.5,1,0,,Tuesday,1,12,5,49,0
2023-12-06,1300.08,26,45,3,1147,0.0224,54.74,41.04,42.101765268317614,0.025297895386746583,75.06,0,0,,Wednesday,2,12,6,49,0
2023-12-07,1291.29,25,47,3,1178,0.0213,56.76,41.48,41.94666776266014,0.011042639148150447,67.72,0,0,,Thursday,3,12,7,49,0
2023-12-08,1274.36,22,30,1,920,0.0242,59.97,42.5,42.586212326895144,0.0019464981662833726,64.96,0,0,,Friday,4,12,8,49,0
2023-12-09,1553.01,26,45,3,1005,0.0259,65.39,42.51,42.58697994266523,0.0018009409145713197,95.7,0,0,,Saturday,5,12,9,49,1
2023-12-10,1219.43,27,41,3,1058,0.0253,49.27,41.77,42.13583409477732,0.008761088605291368,74.93,0,0,,Sunday,6,12,10,49,1
2023-12-11,1402.87,26,40,2,1146,0.0223,57.26,40.33,42.157377016629006,0.043338517725300015,77.02,0,0,,Monday,0,12,11,50,0
2023-12-12,1170.0,24,31,2,1065,0.0228,52.0,41.98,42.57922996241458,0.014123937198851334,83.5,0,0,,Tuesday,1,12,12,50,0
2023-12-13,1232.84,26,39,2,1019,0.026,50.32,39.6,41.57114939510161,0.047522958528764786,81.48,0,0,,Wednesday,2,12,13,50,0
2023-12-14,1190.8,20,27,1,1021,0.0193,61.86,40.39,41.595521735374064,0.02908111464945968,83.4,0,0,,Thursday,3,12,14,50,0
2023-12-15,2087.81,35,54,3,1154,0.0303,63.75,34.65,42.00893346724854,0.17517765702915386,145.18,1,0,,Friday,4,12,15,50,0
2023-12-16,1626.08,29,39,2,1010,0.0283,59.13,41.08,42.31193170897289,0.029004441733472733,100.23,0,0,,Saturday,5,12,16,50,1
2023-12-17,1695.8,30,44,3,1098,0.0274,61.11,41.53,42.626544539358804,0.02583491926131339,82.38,0,0,,Sunday,6,12,17,50,1
2023-12-18,1340.15,26,38,2,1030,0.0256,54.7,41.68,43.32521373016973,0.03793881268786626,74.58,0,0,,Monday,0,12,18,51,0
2023-12-19,1193.2,24,38,3,1061,0.0227,54.86,42.35,42.95459577392121,0.014124803298642614,73.82,0,0,,Tuesday,1,12,19,51,0
2023-12-20,1632.68,26,33,2,1156,0.0226,66.64,41.6,42.34403688202194,0.01765251958001512,86.64,0,0,,Wednesday,2,12,20,51,0
2023-12-21,1379.81,27,35,3,1121,0.0244,55.75,40.53,42.42859027525839,0.04470471512666254,87.2,0,0,,Thursday,3,12,21,51,0
2023-12-22,1175.27,21,34,2,874,0.0235,60.27,39.86,41.83848238121731,0.04732282565752027,83.61,0,0,,Friday,4,12,22,51,0
2023-12-23,1571.35,29,41,2,1091,0.0264,57.14,40.54,42.42889211840456,0.04462791137432373,99.47,0,0,,Saturday,5,12,23,51,1
2023-12-24,3635.34,62,108,6,1951,0.0316,55.98,41.38,42.26680481664791,0.02097239969786568,126.66,0,1,Christmas Eve,Sunday,6,12,24,51,1
2023-12-25,2906.19,52,87,4,1614,0.0321,59.31,36.2,42.63363113620285,0.15093412440921022,231.77,1,1,Christmas,Monday,0,12,25,52,0
2023-12-26,1420.11,28,46,3,1258,0.0219,55.15,40.94,41.943661433868606,0.02381678666505494,92.19,0,0,,Tuesday,1,12,26,52,0
2023-12-27,1615.81,28,51,3,1292,0.0219,62.75,41.69,42.7516079085447,0.02487699260730511,85.88,0,0,,Wednesday,2,12,27,52,0
2023-12-28,1575.9,27,40,2,1069,0.0254,61.8,42.92,43.359643347801544,0.010234005452864198,94.25,0,0,,Thursday,3,12,28,52,0
2023-12-29,907.7,16,23,2,964,0.0166,62.6,41.12,42.374743910925886,0.029556515162925824,66.75,0,0,,Friday,4,12,29,52,0
2023-12-30,1437.89,28,48,2,1004,0.0276,54.26,42.28,42.68102703325936,0.009306794887667396,85.8,0,0,,Saturday,5,12,30,52,1
2023-12-31,1769.78,29,48,3,1090,0.027,66.16,42.14,42.85408639502666,0.01657823495335969,84.12,0,0,,Sunday,6,12,31,52,1
2024-01-01,1727.6,31,47,4,1340,0.0233,61.7,40.43,42.2392677168685,0.04275151008099676,165.21,0,1,New Year,Monday,0,1,1,1,0
2024-01-02,1367.28,25,45,3,1084,0.0235,60.1,42.17,42.61445548908625,0.010353790460542762,71.6,0,0,,Tuesday,1,1,2,1,0
2024-01-03,1508.32,27,41,2,1122,0.0238,59.15,42.34,42.48755544046907,0.0035579142586716407,86.06,0,0,,Wednesday,2,1,3,1,0
2024-01-04,1504.06,28,44,3,1180,0.024,58.41,42.39,42.538605659129296,0.0034503796306408156,90.96,0,0,,Thursday,3,1,4,1,0
